,short_name,club_name,league_name,age,player_positions,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,year
33650,Júnior Caiçara,FC Schalke 04,German 1. Bundesliga,27,"RB, RM",75,76,30000.0,82.0,57.0,71.0,77.0,71.0,61.0,2017
33652,E. Badu,Udinese Calcio,Italian Serie A,25,"CM, CDM",75,78,20000.0,82.0,67.0,71.0,77.0,72.0,74.0,2017
33653,A. Ioniţă,Cagliari,Italian Serie A,25,"CM, CAM, CDM",75,77,40000.0,68.0,69.0,72.0,74.0,71.0,81.0,2017
33656,W. Mesloub,FC Lorient,French Ligue 1,30,"CAM, CDM",75,75,20000.0,68.0,68.0,76.0,76.0,47.0,66.0,2017
33657,P. Bargfrede,SV Werder Bremen,German 1. Bundesliga,27,CDM,75,76,20000.0,66.0,57.0,70.0,71.0,73.0,72.0,2017
33660,A. Gray,Burnley,English Premier League,25,ST,75,79,40000.0,91.0,74.0,60.0,70.0,23.0,75.0,2017
33661,F. Diagne,SV Werder Bremen,German 1. Bundesliga,26,"CB, RB",75,77,20000.0,70.0,42.0,60.0,68.0,75.0,72.0,2017
33662,Y. Nagatomo,Inter,Italian Serie A,29,"LB, RB",75,75,50000.0,84.0,54.0,67.0,72.0,71.0,69.0,2017
33664,F. Kainz,SV Werder Bremen,German 1. Bundesliga,23,"LM, LW, CAM",75,78,20000.0,86.0,64.0,71.0,77.0,31.0,57.0,2017
33666,Joel Robles,Everton,English Premier League,26,GK,75,79,50000.0,,,,,,,2017
33669,S. Verdi,Bologna,Italian Serie A,23,"CAM, RW",75,81,40000.0,84.0,61.0,72.0,81.0,28.0,53.0,2017
33670,G. Donati,1. FSV Mainz 05,German 1. Bundesliga,26,"RB, LB",75,77,20000.0,75.0,49.0,63.0,62.0,76.0,79.0,2017
33672,Juanmi,Real Sociedad,Spain Primera Division,23,"CAM, ST, LM",75,82,20000.0,75.0,69.0,66.0,77.0,30.0,57.0,2017
33674,S. Araujo,Unión Deportiva Las Palmas,Spain Primera Division,24,ST,75,79,20000.0,75.0,73.0,66.0,77.0,27.0,58.0,2017
33680,N. Redmond,Southampton,English Premier League,22,RM,75,83,50000.0,86.0,68.0,69.0,79.0,24.0,49.0,2017
33681,S. Taïder,Bologna,Italian Serie A,24,CM,75,80,40000.0,73.0,68.0,73.0,75.0,67.0,72.0,2017
33683,D. D'Ambrosio,Inter,Italian Serie A,27,RB,75,75,50000.0,79.0,57.0,65.0,71.0,74.0,75.0,2017
33685,B. Dabo,AS Saint-Étienne,French Ligue 1,24,"CM, CDM, RB, RM",75,80,30000.0,79.0,71.0,72.0,75.0,74.0,80.0,2017
33686,Ibai Gómez,Deportivo Alavés,Spain Primera Division,26,"LM, CAM, RM",75,76,20000.0,76.0,73.0,73.0,80.0,50.0,64.0,2017
33687,Gálvez,SD Eibar,Spain Primera Division,27,CB,75,76,20000.0,52.0,37.0,57.0,55.0,75.0,74.0,2017
33688,W. Lautoa,FC Lorient,French Ligue 1,28,CB,75,75,20000.0,64.0,36.0,51.0,44.0,75.0,79.0,2017
33689,M. Lowton,Burnley,English Premier League,27,RB,75,75,30000.0,76.0,59.0,66.0,70.0,72.0,75.0,2017
33693,L. Caldirola,SV Werder Bremen,German 1. Bundesliga,25,"CB, LB",75,78,20000.0,64.0,41.0,64.0,63.0,74.0,74.0,2017
33695,Timor,CD Leganés,Spain Primera Division,26,"CDM, CM",75,77,20000.0,55.0,60.0,71.0,63.0,70.0,79.0,2017
33698,S. García,SV Werder Bremen,German 1. Bundesliga,27,LB,75,75,20000.0,72.0,53.0,65.0,68.0,74.0,80.0,2017
33699,Carles Planas,RC Celta de Vigo,Spain Primera Division,25,LB,75,79,20000.0,77.0,38.0,63.0,68.0,71.0,72.0,2017
33700,Juan Jesus,Roma,Italian Serie A,25,"LB, CB",75,78,40000.0,79.0,33.0,53.0,61.0,78.0,83.0,2017
33704,G. Bussmann,1. FSV Mainz 05,German 1. Bundesliga,25,LB,75,77,20000.0,71.0,61.0,68.0,65.0,76.0,75.0,2017
33707,F. Sørensen,1. FC Köln,German 1. Bundesliga,24,"CB, RB",75,81,20000.0,60.0,33.0,51.0,46.0,77.0,76.0,2017
33708,Ryder,Udinese Calcio,Italian Serie A,23,"ST, CF",75,80,20000.0,80.0,70.0,63.0,80.0,30.0,67.0,2017
33709,M. Hinteregger,FC Augsburg,German 1. Bundesliga,23,CB,75,81,20000.0,68.0,61.0,61.0,59.0,75.0,80.0,2017
33710,S. Anđelković,Palermo,Italian Serie A,30,CB,75,75,20000.0,66.0,41.0,45.0,51.0,76.0,72.0,2017
33711,J. Kurtić,Atalanta,Italian Serie A,27,"CM, CDM",75,76,30000.0,69.0,63.0,73.0,70.0,72.0,82.0,2017
33713,David Juncà,SD Eibar,Spain Primera Division,22,LB,75,81,15000.0,83.0,45.0,64.0,68.0,70.0,71.0,2017
33716,F. Viviani,Bologna,Italian Serie A,24,"CM, CDM",75,79,40000.0,71.0,66.0,76.0,73.0,64.0,70.0,2017
33721,P. Kadeřábek,TSG Hoffenheim,German 1. Bundesliga,24,RB,75,80,30000.0,78.0,58.0,70.0,73.0,72.0,75.0,2017
33722,F. Gutiérrez,Real Betis Balompié,Spain Primera Division,25,"CM, CDM",75,78,20000.0,68.0,68.0,74.0,75.0,60.0,62.0,2017
33726,Edenílson,Genoa,Italian Serie A,26,"RM, LM",75,76,30000.0,84.0,63.0,70.0,77.0,64.0,70.0,2017
33727,C. Kerbrat,En Avant de Guingamp,French Ligue 1,29,CB,75,75,20000.0,68.0,41.0,56.0,64.0,77.0,75.0,2017
33730,B. Mendy,AS Monaco,French Ligue 1,21,LB,75,79,30000.0,77.0,47.0,61.0,72.0,72.0,76.0,2017
33731,T. Inui,SD Eibar,Spain Primera Division,28,LM,75,75,20000.0,78.0,63.0,71.0,84.0,26.0,42.0,2017
33732,Ilori,Liverpool,English Premier League,23,CB,75,78,60000.0,69.0,38.0,49.0,59.0,78.0,71.0,2017
33734,L. Ocampos,Genoa,Italian Serie A,21,"RM, LM, RW",75,82,20000.0,78.0,70.0,73.0,75.0,51.0,65.0,2017
33735,M. Pucciarelli,Empoli,Italian Serie A,25,"ST, CF",75,78,15000.0,83.0,72.0,65.0,79.0,30.0,65.0,2017
33737,M. Livaja,Unión Deportiva Las Palmas,Spain Primera Division,22,ST,75,81,20000.0,74.0,73.0,52.0,71.0,26.0,74.0,2017
33742,M. Keane,Burnley,English Premier League,23,"CB, RB",75,82,30000.0,67.0,39.0,56.0,60.0,76.0,75.0,2017
33743,M. Barrow,Swansea City,English Premier League,23,"RW, LW, RM",75,83,50000.0,89.0,67.0,65.0,80.0,38.0,61.0,2017
33744,M. van der Hoorn,Swansea City,English Premier League,23,CB,75,79,40000.0,54.0,45.0,47.0,48.0,75.0,76.0,2017
33746,S. Kolašinac,FC Schalke 04,German 1. Bundesliga,23,"LB, CDM",75,79,20000.0,80.0,47.0,58.0,63.0,75.0,85.0,2017
33747,O. Tannane,AS Saint-Étienne,French Ligue 1,22,"RW, LW",75,82,30000.0,79.0,75.0,69.0,79.0,36.0,73.0,2017
33750,M. Mantovani,CD Leganés,Spain Primera Division,31,CB,75,75,20000.0,50.0,42.0,54.0,58.0,74.0,82.0,2017
33752,A. Thomasson,FC Nantes,French Ligue 1,22,"RM, LM, CM",75,82,20000.0,78.0,69.0,72.0,77.0,59.0,68.0,2017
33753,Cléber,Hamburger SV,German 1. Bundesliga,25,CB,75,77,30000.0,71.0,42.0,45.0,58.0,75.0,79.0,2017
33754,Guilherme,Deportivo de La Coruña,Spain Primera Division,25,"CDM, CM, CAM",75,78,20000.0,65.0,64.0,72.0,69.0,69.0,74.0,2017
33758,Thomas,Atlético de Madrid,Spain Primera Division,23,"CDM, CM",75,82,30000.0,59.0,58.0,63.0,63.0,71.0,82.0,2017
33759,José Rodríguez,1. FSV Mainz 05,German 1. Bundesliga,21,"CM, RM, CAM, CDM",75,80,20000.0,70.0,65.0,75.0,77.0,63.0,69.0,2017
33761,Douglas Santos,Hamburger SV,German 1. Bundesliga,22,"LB, LW",75,81,30000.0,78.0,61.0,66.0,77.0,72.0,59.0,2017
33762,R. Kishna,Lazio,Italian Serie A,21,"LW, RW, CAM",75,82,40000.0,85.0,66.0,68.0,82.0,29.0,62.0,2017
33763,D. Cataldi,Lazio,Italian Serie A,21,"CM, CDM",75,83,30000.0,71.0,69.0,74.0,74.0,68.0,69.0,2017
33765,J. Gondorf,SV Darmstadt 98,German 1. Bundesliga,28,"CM, CDM",75,75,30000.0,70.0,66.0,73.0,75.0,68.0,81.0,2017
33766,R. Berić,AS Saint-Étienne,French Ligue 1,25,ST,75,80,30000.0,69.0,74.0,67.0,70.0,39.0,76.0,2017
33767,V. Grifo,Sport-Club Freiburg,German 1. Bundesliga,23,LM,75,79,20000.0,76.0,72.0,72.0,80.0,33.0,63.0,2017
33768,T. Werner,RB Leipzig,German 1. Bundesliga,20,"ST, LM",75,85,30000.0,90.0,70.0,64.0,78.0,24.0,62.0,2017
33770,D. Kohr,FC Augsburg,German 1. Bundesliga,22,"CDM, CM",75,80,20000.0,66.0,58.0,64.0,70.0,72.0,74.0,2017
33773,A. Masuaku,West Ham United,English Premier League,22,"LB, LM",75,82,60000.0,84.0,70.0,70.0,77.0,71.0,73.0,2017
33774,R. De Paul,Udinese Calcio,Italian Serie A,22,"LM, CAM",75,83,20000.0,71.0,71.0,75.0,79.0,39.0,63.0,2017
33776,D. Amartey,Leicester City,English Premier League,21,"CDM, CB",75,84,40000.0,77.0,60.0,62.0,68.0,71.0,85.0,2017
33777,N. Bentaleb,FC Schalke 04,German 1. Bundesliga,21,"CDM, CM",75,83,20000.0,61.0,65.0,73.0,74.0,68.0,73.0,2017
33790,C. Carbonero,U.C. Sampdoria,Italian Serie A,25,"CM, RM",75,77,30000.0,81.0,72.0,75.0,78.0,39.0,70.0,2017
33796,Naranjo,RC Celta de Vigo,Spain Primera Division,21,"LM, ST, RM",75,85,20000.0,85.0,75.0,66.0,77.0,24.0,59.0,2017
33797,Y. Sabaly,FC Girondins de Bordeaux,French Ligue 1,23,RB,75,80,30000.0,77.0,38.0,63.0,74.0,74.0,68.0,2017
33798,M. Cornet,Olympique Lyonnais,French Ligue 1,19,"LW, RW, ST",75,85,20000.0,86.0,73.0,64.0,78.0,22.0,67.0,2017
33799,T. Jedvaj,Bayer 04 Leverkusen,German 1. Bundesliga,20,"RB, CB",75,85,30000.0,72.0,51.0,58.0,64.0,77.0,77.0,2017
33800,A. Izzo,Genoa,Italian Serie A,24,CB,75,79,20000.0,69.0,31.0,45.0,59.0,78.0,70.0,2017
33801,A. Robertson,Hull City,English Premier League,22,"LB, LWB",75,83,30000.0,82.0,60.0,67.0,72.0,71.0,71.0,2017
33804,Wallace,Lazio,Italian Serie A,21,CB,75,83,30000.0,59.0,28.0,44.0,49.0,75.0,77.0,2017
33805,Bruno Henrique,Palermo,Italian Serie A,26,"CDM, CM",75,76,20000.0,69.0,65.0,70.0,68.0,73.0,79.0,2017
33807,G. Haraguchi,Hertha BSC,German 1. Bundesliga,25,"LM, RM",75,78,30000.0,84.0,62.0,67.0,81.0,36.0,45.0,2017
33810,Diego Carlos,FC Nantes,French Ligue 1,23,CB,75,82,20000.0,69.0,43.0,47.0,53.0,73.0,79.0,2017
33812,Diego Rico,CD Leganés,Spain Primera Division,23,"LB, CB",75,82,20000.0,78.0,54.0,66.0,67.0,71.0,78.0,2017
33815,L. Hernández,Atlético de Madrid,Spain Primera Division,20,"CB, LB",75,86,30000.0,65.0,42.0,53.0,56.0,75.0,70.0,2017
33817,A. Schöpf,FC Schalke 04,German 1. Bundesliga,22,"RM, CAM, CM, LM",75,82,30000.0,80.0,70.0,69.0,78.0,38.0,59.0,2017
33818,N. Keïta,RB Leipzig,German 1. Bundesliga,21,"CM, CDM",75,83,30000.0,80.0,68.0,69.0,77.0,62.0,70.0,2017
33819,Y. Cardinale,OGC Nice,French Ligue 1,22,GK,75,81,20000.0,,,,,,,2017
33820,G. Donsah,Bologna,Italian Serie A,20,CM,75,85,40000.0,82.0,66.0,75.0,78.0,63.0,78.0,2017
33822,M. Jojić,1. FC Köln,German 1. Bundesliga,24,"CM, RM, CDM",75,78,20000.0,70.0,73.0,76.0,77.0,52.0,66.0,2017
33823,T. Touré,FC Girondins de Bordeaux,French Ligue 1,22,CAM,75,82,30000.0,82.0,69.0,72.0,75.0,44.0,69.0,2017
33828,Afonso Figueiredo,Stade Rennais FC,French Ligue 1,23,LB,75,82,30000.0,78.0,43.0,62.0,74.0,74.0,65.0,2017
33834,N. Amiri,TSG Hoffenheim,German 1. Bundesliga,19,"CAM, CM, LM",75,83,20000.0,69.0,66.0,75.0,78.0,51.0,60.0,2017
33835,A. Masina,Bologna,Italian Serie A,22,LB,75,80,40000.0,78.0,38.0,66.0,68.0,71.0,79.0,2017
33838,Y. Mutō,1. FSV Mainz 05,German 1. Bundesliga,23,"ST, LM",75,81,30000.0,78.0,73.0,68.0,78.0,30.0,59.0,2017
33863,F. Ricca,Málaga CF,Spain Primera Division,21,LB,75,83,15000.0,73.0,34.0,59.0,59.0,74.0,70.0,2017
33864,M. Rog,Napoli,Italian Serie A,20,"CAM, CM",75,85,40000.0,73.0,67.0,77.0,76.0,43.0,54.0,2017
33869,G. Tremmel,Swansea City,English Premier League,37,GK,74,74,30000.0,,,,,,,2017
33872,S. Maloney,Hull City,English Premier League,33,"CAM, LM",74,74,30000.0,67.0,68.0,73.0,76.0,38.0,60.0,2017
33875,N. Seube,Stade Malherbe Caen,French Ligue 1,36,"CDM, CM",74,74,15000.0,48.0,49.0,68.0,67.0,72.0,74.0,2017
33880,M. Feulner,FC Augsburg,German 1. Bundesliga,34,"CM, RB, CDM",74,74,20000.0,58.0,71.0,75.0,71.0,66.0,71.0,2017
33881,Y. Pelé,Olympique de Marseille,French Ligue 1,33,GK,74,74,30000.0,,,,,,,2017
33882,T. Starke,FC Bayern München,German 1. Bundesliga,35,GK,74,74,30000.0,,,,,,,2017
33885,Riesgo,SD Eibar,Spain Primera Division,32,GK,74,74,15000.0,,,,,,,2017
33887,S. Riether,FC Schalke 04,German 1. Bundesliga,33,"RB, CB",74,74,30000.0,67.0,54.0,67.0,70.0,73.0,67.0,2017
33888,F. Béria,LOSC Lille,French Ligue 1,33,"LB, RB",74,74,30000.0,72.0,57.0,71.0,69.0,73.0,74.0,2017
33889,R. Cohade,FC Metz,French Ligue 1,31,CM,74,74,20000.0,60.0,70.0,74.0,72.0,67.0,71.0,2017
33890,T. Giresse,En Avant de Guingamp,French Ligue 1,35,LM,74,74,15000.0,63.0,70.0,77.0,76.0,36.0,46.0,2017
33895,S. Huszti,Eintracht Frankfurt,German 1. Bundesliga,33,"LM, RM, CM",74,74,20000.0,64.0,73.0,76.0,74.0,45.0,66.0,2017
33897,M. Gobbi,Chievo Verona,Italian Serie A,35,"LB, LM",74,74,10000.0,63.0,57.0,68.0,64.0,76.0,68.0,2017
33898,G. Pandev,Genoa,Italian Serie A,32,"ST, CAM",74,74,30000.0,60.0,73.0,71.0,80.0,38.0,59.0,2017
33899,D. Maietta,Bologna,Italian Serie A,33,CB,74,74,40000.0,45.0,18.0,41.0,47.0,77.0,70.0,2017
33900,B. Džemaili,Bologna,Italian Serie A,30,"CM, CDM",74,74,50000.0,68.0,69.0,72.0,72.0,67.0,71.0,2017
33901,L. Rigoni,Genoa,Italian Serie A,31,"CM, CDM",74,74,30000.0,62.0,67.0,70.0,69.0,71.0,74.0,2017
33914,S. Pellissier,Chievo Verona,Italian Serie A,37,ST,74,74,15000.0,60.0,79.0,64.0,72.0,29.0,53.0,2017
33918,E. Barreto,U.C. Sampdoria,Italian Serie A,31,"CM, CDM",74,74,30000.0,68.0,65.0,73.0,70.0,70.0,74.0,2017
33933,M. Silvestre,U.C. Sampdoria,Italian Serie A,31,CB,74,74,30000.0,54.0,47.0,55.0,55.0,75.0,72.0,2017
33937,D. Delaney,Crystal Palace,English Premier League,34,CB,74,74,50000.0,45.0,42.0,51.0,38.0,75.0,81.0,2017
33944,A. Diaby,Olympique de Marseille,French Ligue 1,30,"CDM, CM",74,74,30000.0,65.0,71.0,72.0,77.0,72.0,69.0,2017
33947,C. Mandanne,AS Nancy Lorraine,French Ligue 1,31,"ST, CF",74,74,20000.0,78.0,75.0,70.0,79.0,42.0,49.0,2017
33951,D. Digard,CA Osasuna,Spain Primera Division,29,"CDM, CB",74,74,20000.0,54.0,61.0,65.0,63.0,73.0,77.0,2017
33953,L. Ulloa,Leicester City,English Premier League,29,ST,74,74,60000.0,54.0,72.0,60.0,67.0,42.0,79.0,2017
33955,M. Wilson,AFC Bournemouth,English Premier League,28,"CB, LB, CDM",74,74,50000.0,67.0,57.0,65.0,65.0,75.0,73.0,2017
33960,J. Sorbon,En Avant de Guingamp,French Ligue 1,32,CB,74,74,20000.0,41.0,31.0,57.0,46.0,77.0,67.0,2017
33963,Omar Ramos,CD Leganés,Spain Primera Division,28,"RM, LM, RW",74,74,20000.0,78.0,65.0,72.0,79.0,30.0,57.0,2017
33964,A. Masiello,Atalanta,Italian Serie A,30,"CB, RB",74,74,30000.0,66.0,37.0,55.0,57.0,75.0,74.0,2017
33965,S. Gakpé,Genoa,Italian Serie A,29,"RM, ST",74,74,30000.0,90.0,70.0,66.0,77.0,28.0,61.0,2017
33966,S. Floccari,Bologna,Italian Serie A,34,ST,74,74,50000.0,66.0,71.0,61.0,72.0,24.0,69.0,2017
33967,V. Anichebe,Sunderland,English Premier League,28,ST,74,74,40000.0,72.0,72.0,63.0,70.0,46.0,77.0,2017
33968,D. Simpson,Leicester City,English Premier League,29,RB,74,74,50000.0,74.0,38.0,60.0,65.0,75.0,75.0,2017
33969,D. Randolph,West Ham United,English Premier League,29,GK,74,74,60000.0,,,,,,,2017
33975,Manu García,Deportivo Alavés,Spain Primera Division,30,"CDM, CM, LB",74,74,20000.0,60.0,58.0,64.0,60.0,71.0,83.0,2017
33978,Torrejón,Sport-Club Freiburg,German 1. Bundesliga,30,"CB, RB",74,74,20000.0,51.0,33.0,54.0,55.0,75.0,77.0,2017
33980,De las Cuevas,CA Osasuna,Spain Primera Division,30,"CAM, RM, CM",74,74,20000.0,69.0,66.0,76.0,74.0,41.0,57.0,2017
33988,O. Toivonen,Toulouse Football Club,French Ligue 1,29,"CAM, CM",74,74,30000.0,55.0,76.0,72.0,71.0,42.0,70.0,2017
33993,T. Sippel,Borussia Mönchengladbach,German 1. Bundesliga,28,GK,74,74,20000.0,,,,,,,2017
33997,L. Deaux,En Avant de Guingamp,French Ligue 1,27,"CDM, CB, CM",74,74,20000.0,60.0,50.0,66.0,66.0,71.0,80.0,2017
33999,R. Donk,Real Betis Balompié,Spain Primera Division,30,"CDM, CB",74,74,20000.0,60.0,64.0,68.0,67.0,71.0,78.0,2017
34002,F. Peluso,U.S. Sassuolo Calcio,Italian Serie A,32,"LB, CB",74,74,40000.0,65.0,50.0,59.0,59.0,80.0,72.0,2017
34007,Xavi Torres,Real Sporting de Gijón,Spain Primera Division,29,CDM,74,74,20000.0,48.0,58.0,72.0,64.0,69.0,74.0,2017
34013,R. Genevois,Stade Malherbe Caen,French Ligue 1,28,"CB, RB",74,74,20000.0,63.0,40.0,59.0,58.0,73.0,74.0,2017
34015,R. Kruse,Bayer 04 Leverkusen,German 1. Bundesliga,27,"RM, CF",74,74,40000.0,79.0,69.0,68.0,76.0,39.0,59.0,2017
34018,Á. González,Lazio,Italian Serie A,31,"CM, CDM, RM",74,74,40000.0,74.0,63.0,73.0,72.0,76.0,73.0,2017
34019,C. Beauvue,RC Celta de Vigo,Spain Primera Division,28,"ST, RW",74,74,30000.0,71.0,72.0,68.0,73.0,44.0,59.0,2017
34026,M. Kelly,Crystal Palace,English Premier League,26,"RB, LB",74,76,50000.0,65.0,45.0,62.0,63.0,77.0,76.0,2017
34029,H. Arter,AFC Bournemouth,English Premier League,26,"CM, CAM",74,76,50000.0,69.0,72.0,71.0,72.0,62.0,77.0,2017
34031,J. Rhodes,Middlesbrough,English Premier League,26,ST,74,76,40000.0,64.0,76.0,53.0,68.0,41.0,69.0,2017
34033,V. Bessat,Stade Malherbe Caen,French Ligue 1,30,"LM, LB",74,74,20000.0,75.0,63.0,73.0,75.0,53.0,67.0,2017
34034,Á. Szalai,TSG Hoffenheim,German 1. Bundesliga,28,ST,74,74,50000.0,48.0,73.0,60.0,70.0,38.0,77.0,2017
34035,I. Traoré,Angers SCO,French Ligue 1,29,CB,74,74,20000.0,63.0,32.0,56.0,50.0,74.0,79.0,2017
34037,Ø. Nyland,FC Ingolstadt 04,German 1. Bundesliga,25,GK,74,78,15000.0,,,,,,,2017
34040,K. Rausch,1. FC Köln,German 1. Bundesliga,26,"LM, LB",74,75,30000.0,80.0,67.0,73.0,72.0,67.0,74.0,2017
34042,M. Rybus,Olympique Lyonnais,French Ligue 1,26,"LB, LM",74,75,30000.0,86.0,73.0,74.0,76.0,68.0,62.0,2017
34052,A. El Kaoutari,SC Bastia,French Ligue 1,26,CB,74,76,20000.0,67.0,32.0,57.0,56.0,74.0,74.0,2017
34053,M. Phillips,West Bromwich Albion,English Premier League,25,"RM, ST",74,76,40000.0,89.0,69.0,68.0,75.0,35.0,69.0,2017
34055,F. Cacciatore,Chievo Verona,Italian Serie A,29,"RB, LB",74,74,15000.0,77.0,53.0,59.0,62.0,74.0,78.0,2017
34056,M. Martin,Dijon FCO,French Ligue 1,28,"CAM, CM",74,74,20000.0,66.0,67.0,74.0,76.0,53.0,59.0,2017
34060,M. Sau,Cagliari,Italian Serie A,28,"ST, CF",74,74,50000.0,92.0,72.0,72.0,80.0,22.0,57.0,2017
34064,Laure,Deportivo de La Coruña,Spain Primera Division,31,"RB, LB",74,74,20000.0,76.0,46.0,64.0,69.0,72.0,64.0,2017
34065,Alex Bergantiños,Deportivo de La Coruña,Spain Primera Division,31,"CDM, CB",74,74,20000.0,53.0,46.0,65.0,62.0,72.0,76.0,2017
34068,A. Esswein,Hertha BSC,German 1. Bundesliga,26,"RM, LM",74,75,30000.0,91.0,72.0,66.0,73.0,32.0,74.0,2017
34069,G. Angella,Udinese Calcio,Italian Serie A,27,CB,74,74,20000.0,54.0,42.0,51.0,49.0,75.0,73.0,2017
34071,D. Diekmeier,Hamburger SV,German 1. Bundesliga,26,RB,74,76,40000.0,86.0,40.0,66.0,66.0,70.0,74.0,2017
34073,Diego Farías,Cagliari,Italian Serie A,26,"CAM, ST, RW, LW",74,76,50000.0,88.0,67.0,65.0,79.0,23.0,47.0,2017
34075,Fábio,Middlesbrough,English Premier League,25,"LB, RB",74,77,30000.0,81.0,55.0,69.0,74.0,71.0,66.0,2017
34076,B. Mee,Burnley,English Premier League,26,"CB, LB",74,76,30000.0,69.0,37.0,60.0,65.0,73.0,77.0,2017
34080,S. Zuber,TSG Hoffenheim,German 1. Bundesliga,24,LM,74,77,30000.0,79.0,69.0,69.0,75.0,53.0,74.0,2017
34081,Dani Castellano,Unión Deportiva Las Palmas,Spain Primera Division,28,LB,74,74,20000.0,77.0,51.0,65.0,69.0,68.0,75.0,2017
34082,José Ángel,Villarreal CF,Spain Primera Division,26,LB,74,75,30000.0,75.0,51.0,66.0,69.0,71.0,69.0,2017
34083,Oier,CA Osasuna,Spain Primera Division,30,"RWB, CM, LWB",74,74,20000.0,73.0,57.0,59.0,62.0,72.0,80.0,2017
34084,D. Opare,FC Augsburg,German 1. Bundesliga,25,"RB, LB",74,77,20000.0,89.0,62.0,63.0,74.0,69.0,75.0,2017
34085,G. Sertic,FC Girondins de Bordeaux,French Ligue 1,26,CB,74,76,30000.0,71.0,74.0,78.0,73.0,73.0,73.0,2017
34090,K. Théophile-Catherine,AS Saint-Étienne,French Ligue 1,26,"RB, CB",74,75,30000.0,70.0,50.0,70.0,70.0,74.0,76.0,2017
34091,L. Sepe,Napoli,Italian Serie A,25,GK,74,77,40000.0,,,,,,,2017
34092,Javi Márquez,Granada CF,Spain Primera Division,30,"CM, CDM, CAM",74,74,20000.0,52.0,70.0,78.0,72.0,62.0,64.0,2017
34093,C. Wickham,Crystal Palace,English Premier League,23,"ST, LM",74,78,50000.0,71.0,74.0,61.0,71.0,27.0,77.0,2017
34095,L. Orbán,Genoa,Italian Serie A,27,"LB, CB",74,75,30000.0,66.0,53.0,65.0,61.0,76.0,74.0,2017
34098,R. Krhin,Granada CF,Spain Primera Division,26,"CDM, CM",74,78,20000.0,48.0,55.0,69.0,64.0,70.0,72.0,2017
34100,Rafael,Napoli,Italian Serie A,26,GK,74,77,40000.0,,,,,,,2017
34103,A. Ignjovski,Sport-Club Freiburg,German 1. Bundesliga,25,"RB, CDM, LB, LM",74,76,20000.0,74.0,50.0,67.0,69.0,73.0,71.0,2017
34104,B. Jeannot,FC Lorient,French Ligue 1,24,ST,74,78,20000.0,73.0,75.0,59.0,69.0,28.0,62.0,2017
34108,Dodô,U.C. Sampdoria,Italian Serie A,24,"LM, LB",74,79,30000.0,78.0,56.0,72.0,78.0,64.0,67.0,2017
34110,Isma López,Real Sporting de Gijón,Spain Primera Division,26,"LB, LM",74,76,20000.0,81.0,68.0,68.0,73.0,70.0,69.0,2017
34114,D. Lévêque,En Avant de Guingamp,French Ligue 1,26,LB,74,75,20000.0,66.0,34.0,64.0,64.0,75.0,66.0,2017
34116,Daniel Ayala,Middlesbrough,English Premier League,25,CB,74,78,30000.0,65.0,37.0,52.0,59.0,75.0,72.0,2017
34118,D. Contento,FC Girondins de Bordeaux,French Ligue 1,26,LB,74,77,30000.0,73.0,46.0,66.0,71.0,73.0,68.0,2017
34123,B. Angoua,En Avant de Guingamp,French Ligue 1,29,CB,74,74,20000.0,58.0,38.0,55.0,52.0,73.0,75.0,2017
34127,Raul García,Deportivo Alavés,Spain Primera Division,26,LB,74,76,20000.0,76.0,62.0,68.0,67.0,71.0,74.0,2017
34130,A. Waris,FC Lorient,French Ligue 1,24,ST,74,78,20000.0,92.0,71.0,63.0,75.0,38.0,66.0,2017
34131,J. McClean,West Bromwich Albion,English Premier League,27,"LM, RM, LW",74,74,40000.0,76.0,67.0,69.0,76.0,58.0,74.0,2017
34132,Raúl Navas,Real Sociedad,Spain Primera Division,28,CB,74,75,30000.0,54.0,45.0,53.0,42.0,74.0,72.0,2017
34134,V. Pajot,AS Saint-Étienne,French Ligue 1,25,"CM, CDM",74,76,30000.0,60.0,57.0,71.0,71.0,73.0,68.0,2017
34140,J. Delaplace,Stade Malherbe Caen,French Ligue 1,30,CM,74,74,20000.0,69.0,55.0,70.0,72.0,66.0,72.0,2017
34146,L. Rose,FC Lorient,French Ligue 1,24,"CB, RB",74,78,20000.0,69.0,38.0,57.0,63.0,73.0,76.0,2017
34147,Diego Mariño,Real Sporting de Gijón,Spain Primera Division,26,GK,74,78,15000.0,,,,,,,2017
34148,Oriol Romeu,Southampton,English Premier League,24,"CDM, CM",74,79,40000.0,60.0,38.0,64.0,61.0,73.0,79.0,2017
34161,M. Leitner,Lazio,Italian Serie A,23,"CM, CAM, RM",74,77,40000.0,74.0,65.0,74.0,79.0,51.0,59.0,2017
34164,B. Corgnet,AS Saint-Étienne,French Ligue 1,29,"CAM, CM",74,74,30000.0,69.0,73.0,73.0,74.0,51.0,63.0,2017
34167,I. Strinić,Napoli,Italian Serie A,28,LB,74,74,50000.0,77.0,56.0,66.0,73.0,73.0,74.0,2017
34169,A. Acquah,Torino F.C.,Italian Serie A,24,CM,74,79,30000.0,81.0,61.0,69.0,75.0,66.0,83.0,2017
34171,Gabriel,AC Milan,Italian Serie A,23,GK,74,80,30000.0,,,,,,,2017
34172,N. Benezet,En Avant de Guingamp,French Ligue 1,25,"LM, RM",74,77,20000.0,86.0,69.0,69.0,77.0,30.0,46.0,2017
